Image,Class,ExpectedClass
images/-4445614099443308910.png,2,-1
images/-2557297330022991624.png,1,-1
images/4609663550609523913.png,1,-1
images/-8472237834175694042.png,1,-1
images/-2252061377678191443.png,1,-1
images/5377631068374459197.png,1,-1
images/-1194451675892190559.png,1,-1
images/5595150567654673913.png,1,-1
images/5308217235395595242.png,1,-1
images/-6217581331556066531.png,1,-1
images/-7816266780279138240.png,1,-1
images/-2288434622033194477.png,1,-1
images/-6754223996189969134.png,1,-1
images/-4723634841049886674.png,1,-1
images/-3238011234084255593.png,1,-1
images/6945136525095590960.png,2,-1
images/-1216401576778757957.png,1,-1
images/-7342232757940311338.png,1,-1
images/-7929111754093486633.png,1,-1
images/-311918315070393568.png,1,-1
images/-8532169583360415872.png,2,-1
images/-8752408013757949735.png,1,-1
images/-3717681648257080297.png,1,-1
images/8491433229363098403.png,1,-1
images/9030372736485025618.png,2,-1
images/5085717221952529022.png,1,-1
images/6476595171486166899.png,1,-1
images/8642361726154039736.png,1,-1
images/-3055245592189156423.png,1,-1
images/-3690564646031479374.png,1,-1
images/-4241535286820130818.png,1,-1
images/1281951106283171619.png,1,-1
images/-3788838385720706381.png,1,-1
images/-2997460016579568441.png,1,-1
images/-1340597856042135006.png,1,-1
images/-7064908780069413910.png,1,-1
images/8977765022181205065.png,1,-1
images/-2248707777276806284.png,1,-1
images/7085520385428098812.png,1,-1
images/-6264859610176037628.png,1,-1
images/-3237362112532506216.png,1,-1
images/3096229718305165698.png,1,-1
images/139073546012313918.png,2,-1
images/7609986478008314923.png,1,-1
images/1441065153734559518.png,1,-1
images/-1171014939149184381.png,1,-1
images/1202119896696685333.png,1,-1
images/8994326462655890990.png,2,-1
images/-1460543866509589751.png,1,-1
images/-8077199062814861533.png,1,-1
images/-8614320058673555741.png,1,-1
images/-8448044375649730227.png,1,-1
images/5259456514382429640.png,1,-1
images/-4203166728954341030.png,1,-1
images/-8926425952664189068.png,1,-1
images/-4062980895108912619.png,1,-1
images/152035477957158422.png,2,-1
images/4618618408056657100.png,1,-1
images/-8280524009538201250.png,1,-1
images/3128231472463456057.png,1,-1
images/-6752427542329011768.png,1,-1
images/-220596390347988661.png,1,-1
images/-1622773719949394822.png,1,-1
images/-3857242111700669083.png,1,-1
images/-7195700219000080752.png,1,-1
images/-2187738459131395361.png,1,-1
images/-6583827357689255330.png,1,-1
images/6409254117435284099.png,1,-1
images/-1283963341331471600.png,1,-1
images/-4131764627078782571.png,1,-1
images/-8772961446987205402.png,1,-1
images/-154827356472198509.png,1,-1
images/6115596246061688713.png,1,-1
images/-9002584586913443899.png,1,-1
images/-1241231354355375740.png,1,-1
images/5532681236173164107.png,1,-1
images/7145588946865531253.png,1,-1
images/-1290947029292536646.png,1,-1
images/-1490073135603203268.png,1,-1
images/-4311219496679279746.png,1,-1
images/-4571724128049536546.png,1,-1
images/3209927844777750788.png,1,-1
images/-2486970802542213454.png,1,-1
images/-3780061433874158910.png,1,-1
images/-5719099390090863829.png,2,-1
images/-869349880437476994.png,1,-1
images/-9214404105685555535.png,1,-1
images/5340978936646445096.png,2,-1
images/-5607893322162480323.png,1,-1
images/-2538731880524128360.png,2,-1
images/-9209496230726637783.png,1,-1
images/-5026570001652617553.png,1,-1
images/-3044579148804975072.png,1,-1
images/-1776672099385555595.png,1,-1
images/3541058243163230586.png,1,-1
images/6865216719730930043.png,1,-1
images/9003339554742903243.png,2,-1
images/-4387878168031721243.png,1,-1
images/-2373885229844763392.png,1,-1
images/-6952203225851872037.png,1,-1
images/8992004962400932960.png,1,-1
images/-7490056910663333938.png,1,-1
images/-7055418128950003452.png,1,-1
images/-558419946250026054.png,1,-1
images/-2470963294952716246.png,1,-1
images/-4303642624887385011.png,1,-1
images/-5128272363659154502.png,1,-1
images/-3493309736947822924.png,2,-1
images/-1306941150253534667.png,1,-1
images/-1741298902959469723.png,2,-1
images/8895232189294550574.png,1,-1
images/-5674359905815162158.png,1,-1
images/-7268807677336387720.png,1,-1
images/-4061252588174437383.png,1,-1
images/7246737896596274694.png,1,-1
images/-8225853453283466659.png,1,-1
images/-59907778138826579.png,1,-1
images/-5189709378949177879.png,2,-1
images/6500252340623712757.png,1,-1
images/-8687142521108777184.png,1,-1
images/-2236217581770445072.png,1,-1
images/-6896162265958450430.png,1,-1
images/-5923881436433625108.png,1,-1
images/-5117119409749183026.png,1,-1
images/-4532887949010625524.png,1,-1
images/-208880250508994115.png,1,-1
images/6864890391460990037.png,1,-1
images/-8709904129999602678.png,1,-1
images/-6290735296157762317.png,1,-1
images/-3006354197533358732.png,1,-1
images/-6273982034263898447.png,1,-1
images/-5627415538111651837.png,1,-1
images/-364154373276501459.png,1,-1
images/4917406368489395452.png,1,-1
images/-3136247653193336048.png,1,-1
images/-1987788942025444794.png,1,-1
images/1844783267320439523.png,1,-1
images/-304171554496873031.png,1,-1
images/-1077486440588421153.png,1,-1
images/-4856150066452561717.png,1,-1
images/-3912040042324761913.png,1,-1
images/-2772294595607608592.png,1,-1
images/-3663646926790398919.png,1,-1
images/-8845312257791618282.png,1,-1
images/-6956330915182663951.png,1,-1
images/-1904324689162437250.png,1,-1
images/-8845105500170627037.png,1,-1
images/-4748757658895953163.png,1,-1
images/-6897298279489871391.png,1,-1
images/3824786615165070490.png,1,-1
images/4978639705347916523.png,1,-1
images/4139477718088297802.png,1,-1
images/-4937708744703119052.png,1,-1
images/9017422570993946007.png,1,-1
images/-2919812088362781457.png,1,-1
images/-1533962360867773175.png,1,-1
images/-879282527712154445.png,1,-1
images/-5796593810251526598.png,1,-1
images/-7380450881401563228.png,1,-1
images/-5761650559352394553.png,1,-1
images/777284266327823069.png,1,-1
images/5905250719612832796.png,1,-1
images/474363407822192070.png,1,-1
images/-6016382419044757412.png,1,2
images/-5560217361581663318.png,1,2
images/-8778743506036272090.png,1,2
images/5358401025661447825.png,1,2
images/-532249905180848227.png,1,2
images/-2646140046117594823.png,1,2
images/-2377960990942383256.png,2,2
images/-4447495762201283458.png,1,2
images/-6666934346468191078.png,1,2
images/-4188490081234160303.png,1,2
images/-1678791492949621880.png,1,2
images/-3811634225980315712.png,1,2
images/-2732064214388729281.png,2,2
images/-2464616732809803717.png,1,2
images/4665901273249641911.png,1,2
images/2511159005449343926.png,1,2
images/-2479226509266633891.png,1,2
images/-4271531030985247738.png,1,2
images/-237525715880906966.png,1,2
images/-4449187867148856065.png,1,2
images/-133977812156141369.png,1,2
images/-3288896740583601521.png,1,2
images/-4510042175587375634.png,2,2
images/-8399241957146252689.png,1,2
images/6702895546573069399.png,1,2
images/-6982210144088943828.png,1,2
images/4017974078527806014.png,1,2
images/-4132805793768407064.png,1,2
images/4818643588083348632.png,2,2
images/-8339892159826401126.png,1,2
images/-5340042590609363828.png,2,2
images/-3709268883592723272.png,1,2
images/7120254563388995219.png,1,2
images/-1183254232000145383.png,1,2
images/8233674798713772012.png,1,2
images/-3613430269420913410.png,1,2
images/-885408862062413113.png,1,2
images/-8921394409798068754.png,1,2
images/1354009390217104598.png,2,2
images/-1567930271968899578.png,1,2
images/-2560035461690419800.png,1,2
images/-8052395955611445748.png,1,2
images/-3348418859469465839.png,1,2
images/-1288516358527303986.png,1,2
images/-1332224669957938192.png,1,2
images/-4390799833296058858.png,1,2
images/-2943675040447373613.png,1,2
images/-8831825728244064065.png,1,2
images/-1153384974921559234.png,1,2
images/-3991414355049708436.png,1,2
